,application_number,sponsor_name,active_ingredient,brand_name,submission_type,submission_number,submission_status,submission_status_date,review_priority,submission_class_code,submission_class_code_description
95725,NDA020887,CIS BIO INTL SA,TECHNETIUM TC-99M APCITIDE,ACUTECT,ORIG,1,AP,19980914,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
95760,NDA020895,PFIZER IRELAND,SILDENAFIL CITRATE,VIAGRA,ORIG,1,AP,19980327,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
95852,NDA020898,GENZYME,THYROTROPIN ALFA,THYROGEN,ORIG,1,AP,19981130,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
95861,NDA020905,SANOFI AVENTIS US,LEFLUNOMIDE,ARAVA,ORIG,1,AP,19980910,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
95982,NDA020987,WYETH PHARMS INC,PANTOPRAZOLE SODIUM,PROTONIX,ORIG,1,AP,20000202,STANDARD,TYPE 1,Type 1 - New Molecular Entity
96044,NDA021001,JANSSEN PHARMS,ALMOTRIPTAN MALATE,AXERT,ORIG,1,AP,20010507,STANDARD,TYPE 1,Type 1 - New Molecular Entity
96071,NDA021012,CIS BIO INTL SA,TECHNETIUM TC-99M DEPREOTIDE,NEO TECT KIT,ORIG,1,AP,19990803,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
96083,NDA021029,MERCK SHARP DOHME,TEMOZOLOMIDE,TEMODAR,ORIG,1,AP,19990811,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
96249,NDA021055,VALEANT LUXEMBOURG,BEXAROTENE,TARGRETIN,ORIG,1,AP,19991229,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
96280,NDA021081,SANOFI AVENTIS US,INSULIN GLARGINE RECOMBINANT,LANTUS SOLOSTAR,ORIG,1,AP,20000420,STANDARD,TYPE 1,Type 1 - New Molecular Entity
96692,NDA021180,JANSSEN PHARMS,NORELGESTROMIN,ORTHO EVRA,ORIG,1,AP,20011120,STANDARD,TYPE 1/4,Type 1 - New Molecular Entity and Type 4 - New Combination
96746,NDA021223,NOVARTIS,ZOLEDRONIC ACID,ZOMETA,ORIG,1,AP,20010820,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
96901,NDA021319,GLAXOSMITHKLINE,DUTASTERIDE,AVODART,ORIG,1,AP,20011120,STANDARD,TYPE 1,Type 1 - New Molecular Entity
96976,NDA021385,VALEANT LUXEMBOURG,SERTACONAZOLE NITRATE,ERTACZO,ORIG,1,AP,20031210,STANDARD,TYPE 1,Type 1 - New Molecular Entity
97073,NDA021449,GILEAD,ADEFOVIR DIPIVOXIL,HEPSERA,ORIG,1,AP,20020920,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
97421,NDA021626,HEYL CHEMISCH,FERRIC HEXACYANOFERRATE(II),RADIOGARDASE (PRUSSIAN BLUE),ORIG,1,AP,20031002,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
97445,NDA021632,VICURON,ANIDULAFUNGIN,ERAXIS,ORIG,1,AP,20060217,STANDARD,TYPE 1,Type 1 - New Molecular Entity
97463,NDA021716,AKORN INC,HYALURONIDASE,HYDASE,ORIG,1,AP,20051025,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
97482,NDA021775,CUBIST PHARMS,ALVIMOPAN,ENTEREG,ORIG,1,AP,20080520,STANDARD,TYPE 1,Type 1 - New Molecular Entity
97666,NDA021995,MERCK SHARP DOHME,SITAGLIPTIN PHOSPHATE,JANUVIA,ORIG,1,AP,20061016,STANDARD,TYPE 1,Type 1 - New Molecular Entity
97779,NDA010753,WYETH AYERST,POLYESTRADIOL PHOSPHATE,ESTRADURIN,ORIG,1,AP,19570417,STANDARD,TYPE 1,Type 1 - New Molecular Entity
97804,NDA022059,NOVARTIS,LAPATINIB DITOSYLATE,TYKERB,ORIG,1,AP,20070313,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
97822,NDA010796,ABBVIE,DESERPIDINE,HARMONYL,ORIG,1,AP,19570419,STANDARD,TYPE 1,Type 1 - New Molecular Entity
98091,NDA022275,OTSUKA AMERICA PHARM,TOLVAPTAN,SAMSCA,ORIG,1,AP,20090519,STANDARD,TYPE 1,Type 1 - New Molecular Entity
98123,NDA022350,ASTRAZENECA AB,SAXAGLIPTIN HYDROCHLORIDE,ONGLYZA,ORIG,1,AP,20090731,STANDARD,TYPE 1,Type 1 - New Molecular Entity
98152,NDA011011,AUXILIUM PHARMS LLC,METHOCARBAMOL,ROBAXIN-750,ORIG,1,AP,19570716,STANDARD,TYPE 1,Type 1 - New Molecular Entity
98353,NDA022433,ASTRAZENECA PHARMS,TICAGRELOR,BRILINTA,ORIG,1,AP,20110720,STANDARD,TYPE 1,Type 1 - New Molecular Entity
98398,NDA022505,THERATECHNOLOGIES,TESAMORELIN ACETATE,EGRIFTA,ORIG,1,AP,20101110,STANDARD,TYPE 1,Type 1 - New Molecular Entity
98674,NDA011145,OAK PHARMS AKORN,CHLOROTHIAZIDE,DIURIL,ORIG,1,AP,19580904,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
98790,NDA011145,OAK PHARMS AKORN,CHLOROTHIAZIDE SODIUM,DIURIL,ORIG,1,AP,19580904,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
98861,NDA011153,PHARMACIA AND UPJOHN,METHYLPREDNISOLONE,MEDROL,ORIG,1,AP,19571024,STANDARD,TYPE 1,Type 1 - New Molecular Entity
99035,NDA011338,WYETH AYERST,HALOTHANE,FLUOTHANE,ORIG,1,AP,19580312,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
99055,NDA011366,STRONGBRIDGE US,DICHLORPHENAMIDE,KEVEYIS,ORIG,1,AP,19580722,STANDARD,TYPE 1,Type 1 - New Molecular Entity
99080,NDA011683,IMMUNEX,THIOTEPA,THIOTEPA,ORIG,1,AP,19590309,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
99086,NDA050109,PFIZER,PLICAMYCIN,MITHRACIN,ORIG,1,AP,19700505,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
99095,NDA050114,ALLERQUEST,BENZYLPENICILLOYL POLYLYSINE,PRE-PEN,ORIG,1,AP,19740725,STANDARD,TYPE 1,Type 1 - New Molecular Entity
100749,NDA050467,PHARMACIA AND UPJOHN,DOXORUBICIN HYDROCHLORIDE,DOXORUBICIN HYDROCHLORIDE,ORIG,1,AP,19740807,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
101080,NDA050564,DR REDDYS LABS INC,AMOXICILLIN,AUGMENTIN '250',ORIG,1,AP,19840806,PRIORITY,TYPE 1/4,Type 1 - New Molecular Entity and Type 4 - New Combination
101126,NDA050564,DR REDDYS LABS INC,CLAVULANATE POTASSIUM,AUGMENTIN '250',ORIG,1,AP,19840806,PRIORITY,TYPE 1/4,Type 1 - New Molecular Entity and Type 4 - New Combination
102903,NDA014602,MERCK SHARP DOHME,BETAMETHASONE ACETATE,CELESTONE SOLUSPAN,ORIG,1,AP,19650303,STANDARD,TYPE 1,Type 1 - New Molecular Entity
102931,NDA014602,MERCK SHARP DOHME,BETAMETHASONE SODIUM PHOSPHATE,CELESTONE SOLUSPAN,ORIG,1,AP,19650303,STANDARD,TYPE 1,Type 1 - New Molecular Entity
102970,NDA014684,LILLY,NORTRIPTYLINE HYDROCHLORIDE,AVENTYL HYDROCHLORIDE,ORIG,1,AP,19641106,STANDARD,TYPE 1,Type 1 - New Molecular Entity
103027,NDA014879,WEST-WARD PHARMS INT,DOXAPRAM HYDROCHLORIDE,DOPRAM,ORIG,1,AP,19650623,STANDARD,TYPE 1,Type 1 - New Molecular Entity
103430,NDA016092,ATON,ETHACRYNIC ACID,EDECRIN,ORIG,1,AP,19670110,STANDARD,TYPE 1,Type 1 - New Molecular Entity
103529,NDA016224,BRACCO,ROSE BENGAL SODIUM I-131,ROBENGATOPE,ORIG,1,AP,19711123,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
103578,NDA016672,WYETH PHARMS,NORGESTREL,OVRAL,ORIG,1,AP,19680416,PRIORITY,TYPE 1/4,Type 1 - New Molecular Entity and Type 4 - New Combination
104398,NDA016782,SOLVAY,LITHIUM CARBONATE,LITHONATE,ORIG,1,AP,19700406,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
104417,NDA016820,PFIZER,BENZQUINAMIDE HYDROCHLORIDE,EMETE-CON,ORIG,1,AP,19740312,STANDARD,TYPE 1,Type 1 - New Molecular Entity
104611,NDA016964,HOSPIRA,BUPIVACAINE HYDROCHLORIDE,MARCAINE HYDROCHLORIDE W/ EPINEPHRINE PRESERVATIVE FREE,ORIG,1,AP,19721003,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
105366,NDA016968,ALCON,CARBACHOL,MIOSTAT,ORIG,1,AP,19720928,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
105609,NDA017087,BAXTER HLTHCARE,ENFLURANE,ETHRANE,ORIG,1,AP,19720828,STANDARD,TYPE 1,Type 1 - New Molecular Entity
106053,NDA017450,MEDTECH PRODUCTS,MICONAZOLE NITRATE,MONISTAT 7,ORIG,1,AP,19740130,STANDARD,TYPE 1,Type 1 - New Molecular Entity
106129,NDA017498,PHARMACIA AND UPJOHN,GLYBURIDE,MICRONASE,ORIG,1,AP,19840501,STANDARD,TYPE 1,Type 1 - New Molecular Entity
106348,NDA017575,BAYER HLTHCARE,DACARBAZINE,DTIC-DOME,ORIG,1,AP,19750527,STANDARD,TYPE 1,Type 1 - New Molecular Entity
106392,NDA017577,JANSSEN PHARMS,OXYBUTYNIN CHLORIDE,DITROPAN,ORIG,1,AP,19750716,STANDARD,TYPE 1,Type 1 - New Molecular Entity
106409,NDA017604,XSPIRE,FENOPROFEN CALCIUM,NALFON,ORIG,1,AP,19760316,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
106505,NDA017613,SCHERING PLOUGH,CLOTRIMAZOLE,LOTRIMIN,ORIG,1,AP,19750203,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
107668,NDA017736,SCHERING,HALAZEPAM,PAXIPAM,ORIG,1,AP,19810924,STANDARD,TYPE 1,Type 1 - New Molecular Entity
107847,NDA007513,HOSPIRA,NOREPINEPHRINE BITARTRATE,LEVOPHED,ORIG,1,AP,19500713,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
107858,NDA017871,ATON PHARMA VPNA,METYROSINE,DEMSER,ORIG,1,AP,19791003,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
107875,NDA017907,BRISTOL MYERS SQUIBB,TECHNETIUM TC-99M GLUCEPTATE KIT,GLUCOSCAN,ORIG,1,AP,19780525,STANDARD,TYPE 1,Type 1 - New Molecular Entity
108310,NDA018147,PFIZER,PIROXICAM,FELDENE,ORIG,1,AP,19820406,STANDARD,TYPE 1,Type 1 - New Molecular Entity
108365,NDA018148,IVAX RES,FLUNISOLIDE,NASALIDE,ORIG,1,AP,19810924,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
108567,NDA018202,NOVARTIS,AMINOGLUTETHIMIDE,CYTADREN,ORIG,1,AP,19801029,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
108605,NDA018225,VALIDUS PHARMS INC,BUMETANIDE,BUMEX,ORIG,1,AP,19830228,STANDARD,TYPE 1,Type 1 - New Molecular Entity
108796,NDA018285,NOVARTIS,PINDOLOL,VISKEN,ORIG,1,AP,19820903,STANDARD,TYPE 1,Type 1 - New Molecular Entity
110628,NDA018467,PHARMALUCENCE,TECHNETIUM TC-99M DISOFENIN KIT,HEPATOLITE,ORIG,1,AP,19820316,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
110662,NDA018509,MALLINCKRODT INC,SODIUM BICARBONATE,BAROS,ORIG,1,AP,19850807,STANDARD,TYPE 1,Type 1 - New Molecular Entity
110666,NDA018509,MALLINCKRODT INC,TARTARIC ACID,BAROS,ORIG,1,AP,19850807,STANDARD,TYPE 1,Type 1 - New Molecular Entity
110741,NDA018644,GLAXOSMITHKLINE,BUPROPION HYDROCHLORIDE,WELLBUTRIN,ORIG,1,AP,19851230,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
111167,NDA018735,BRACCO,IOPAMIDOL,ISOVUE-250,ORIG,1,AP,19851231,STANDARD,TYPE 1,Type 1 - New Molecular Entity
111513,NDA018768,CORDEN PHARMA,ETOPOSIDE,VEPESID,ORIG,1,AP,19831110,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
111587,BLA101063,MERCK,ASPARAGINASE,ELSPAR,ORIG,1,AP,19780110,UNKNOWN,TYPE 1,Type 1 - New Molecular Entity
111597,BLA103172,GENENTECH,ALTEPLASE,ACTIVASE,ORIG,1,AP,19871113,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
111623,BLA103362,BERLEX LABS,SARGRAMOSTIM,LEUKINE,ORIG,1,AP,19910305,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
111664,BLA103772,CENTOCOR INC,INFLIXIMAB,REMICADE,ORIG,1,AP,19980824,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
111782,BLA103951,AMGEN,DARBEPOETIN ALFA,ARANESP,ORIG,1,AP,20010917,STANDARD,TYPE 1,Type 1 - New Molecular Entity
112094,BLA125103,BIOVITRUM AB,PALIFERMIN,KEPIVANCE,ORIG,1,AP,20041215,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
112101,BLA125261,CENTOCOR ORTHO BIOTECH INC,USTEKINUMAB,STELARA,ORIG,1,AP,20090925,STANDARD,TYPE 1,Type 1 - New Molecular Entity
112140,BLA125277,DYAX CORP.,ECALLANTIDE,KALBITOR,ORIG,1,AP,20091201,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
112143,BLA125288,BRISTOL MYERS SQUIBB,BELATACEPT,NULOJIX,ORIG,1,AP,20110615,STANDARD,TYPE 1,Type 1 - New Molecular Entity
112153,BLA125327,BTG INTERNATIONAL INC,GLUCARPIDASE,VORAXAZE,ORIG,1,AP,20120117,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
112156,BLA125359,JAZZ PHARMS INC,asparaginase Erwinia chrysanthemi,ERWINAZE,ORIG,1,AP,20111118,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
112166,BLA125409,GENENTECH,PERTUZUMAB,PERJETA,ORIG,1,AP,20120608,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
112172,BLA125504,NOVARTIS PHARMS CORP,SECUKINUMAB,COSENTYX,ORIG,1,AP,20150121,STANDARD,TYPE 1,Type 1 - New Molecular Entity
112190,BLA125522,AMGEN INC,EVOLOCUMAB,REPATHA,ORIG,1,AP,20150827,STANDARD,TYPE 1,Type 1 - New Molecular Entity
112191,BLA125561,ALEXION PHARM,SEBELIPASE ALFA,KANUMA,ORIG,1,AP,20151208,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
112198,NDA200327,CEREXA,CEFTAROLINE FOSAMIL,TEFLARO,ORIG,1,AP,20101029,STANDARD,TYPE 1,Type 1 - New Molecular Entity
112437,NDA018932,TEVA WOMENS,NALTREXONE HYDROCHLORIDE,REVIA,ORIG,1,AP,19841120,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
112490,NDA018976,AUXILIUM PHARMS LLC,PENBUTOLOL SULFATE,LEVATOL,ORIG,1,AP,19871230,STANDARD,TYPE 1,Type 1 - New Molecular Entity
112545,NDA019010,ABBVIE ENDOCRINE INC,LEUPROLIDE ACETATE,LUPRON,ORIG,1,AP,19850409,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
112751,NDA202514,OAK PHARMS INC,TAFLUPROST,ZIOPTAN,ORIG,1,AP,20120210,STANDARD,TYPE 1,Type 1 - New Molecular Entity
112759,NDA008708,CONCORDIA,PHENOXYBENZAMINE HYDROCHLORIDE,DIBENZYLINE,ORIG,1,AP,19530126,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
112942,NDA202811,FOREST LABS LLC,LINACLOTIDE,LINZESS,ORIG,1,AP,20120830,STANDARD,TYPE 1,Type 1 - New Molecular Entity
113197,NDA203441,NPS PHARMS INC,TEDUGLUTIDE RECOMBINANT,GATTEX KIT,ORIG,1,AP,20121221,STANDARD,TYPE 1,Type 1 - New Molecular Entity
113217,NDA203505,SHIONOGI INC,OSPEMIFENE,OSPHENA,ORIG,1,AP,20130226,STANDARD,TYPE 1/4,Type 1 - New Molecular Entity and Type 4 - New Combination
114606,NDA203971,BAYER HLTHCARE,RADIUM RA-223 DICHLORIDE,XOFIGO,ORIG,1,AP,20130515,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
115087,NDA204410,ACTELION PHARMS LTD,MACITENTAN,OPSUMIT,ORIG,1,AP,20131018,STANDARD,TYPE 1,Type 1 - New Molecular Entity
115137,NDA204629,BOEHRINGER INGELHEIM,EMPAGLIFLOZIN,JARDIANCE,ORIG,1,AP,20140801,STANDARD,TYPE 1,Type 1 - New Molecular Entity
115161,NDA019368,ETHITEK,MONOCTANOIN,MOCTANIN,ORIG,1,AP,19851029,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
115347,NDA206143,AMGEN INC,IVABRADINE HYDROCHLORIDE,CORLANOR,ORIG,1,AP,20150415,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
115354,NDA206307,NOVARTIS PHARMS CORP,FINAFLOXACIN,XTORO,ORIG,1,AP,20141217,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
115396,NDA206500,TESARO INC,ROLAPITANT HYDROCHLORIDE,VARUBI,ORIG,1,AP,20150901,STANDARD,TYPE 1,Type 1 - New Molecular Entity
115413,NDA019546,SMITHKLINE BEECHAM,ISRADIPINE,DYNACIRC,ORIG,1,AP,19901220,STANDARD,TYPE 1,Type 1 - New Molecular Entity
115450,NDA206829,CUBIST PHARMS LLC,CEFTOLOZANE SULFATE,ZERBAXA,ORIG,1,AP,20141219,PRIORITY,TYPE 1/4,Type 1 - New Molecular Entity and Type 4 - New Combination
115521,NDA206947,EISAI INC,LENVATINIB MESYLATE,LENVIMA,ORIG,1,AP,20150213,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
115708,NDA019618,MEDA PHARMS,MESALAMINE,ROWASA,ORIG,1,AP,19871224,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
116118,NDA019667,NOVARTIS,OCTREOTIDE ACETATE,SANDOSTATIN,ORIG,1,AP,19881021,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
116363,NDA207620,NOVARTIS PHARMS CORP,SACUBITRIL,ENTRESTO,ORIG,1,AP,20150707,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
116368,NDA207620,NOVARTIS PHARMS CORP,VALSARTAN,ENTRESTO,ORIG,1,AP,20150707,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
116394,NDA207795,BAUSCH AND LOMB,LATANOPROSTENE BUNOD,VYZULTA,ORIG,1,AP,20171102,STANDARD,TYPE 1,Type 1 - New Molecular Entity
116398,NDA207981,TAIHO ONCOLOGY,TIPIRACIL HYDROCHLORIDE,LONSURF,ORIG,1,AP,20150922,STANDARD,TYPE 1,Type 1 - New Molecular Entity
116406,NDA207981,TAIHO ONCOLOGY,TRIFLURIDINE,LONSURF,ORIG,1,AP,20150922,STANDARD,TYPE 1,Type 1 - New Molecular Entity
116454,NDA208383,PORTOLA PHARMS INC,BETRIXABAN,BEVYXXA,ORIG,1,AP,20170623,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
116461,NDA208471,SANOFI-AVENTIS US,LIXISENATIDE,ADLYXIN,ORIG,1,AP,20160727,STANDARD,TYPE 1,Type 1 - New Molecular Entity
116469,NDA208573,ABBVIE INC,VENETOCLAX,VENCLEXTA,ORIG,1,AP,20160411,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
116552,NDA208854,BDSI,NALDEMEDINE TOSYLATE,SYMPROIC,ORIG,1,AP,20170323,STANDARD,TYPE 1,Type 1 - New Molecular Entity
116665,NDA019810,ASTRAZENECA PHARMS,OMEPRAZOLE,PRILOSEC,ORIG,1,AP,19890914,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
116973,NDA019828,FOUGERA PHARMS,OXICONAZOLE NITRATE,OXISTAT,ORIG,1,AP,19881230,STANDARD,TYPE 1,Type 1 - New Molecular Entity
117003,NDA019835,J AND J CONSUMER INC,CETIRIZINE HYDROCHLORIDE,ZYRTEC HIVES RELIEF,ORIG,1,AP,19951208,STANDARD,TYPE 1,Type 1 - New Molecular Entity
117100,NDA209569,DUTCH OPHTHALMIC,BRILLIANT BLUE G,TISSUEBLUE,ORIG,1,AP,20191220,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
117102,NDA209606,CELGENE CORP,ENASIDENIB MESYLATE,IDHIFA,ORIG,1,AP,20170801,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
117109,NDA019862,GE HEALTHCARE,INDIUM IN-111 CHLORIDE,INDICLOR,ORIG,1,AP,19921229,STANDARD,TYPE 1,Type 1 - New Molecular Entity
117121,NDA019882,MALLINKRODT NUCLEAR,TECHNETIUM TC-99M MERTIATIDE KIT,TECHNESCAN MAG3,ORIG,1,AP,19900615,STANDARD,TYPE 1,Type 1 - New Molecular Entity
117130,NDA209884,NOVARTIS,SIPONIMOD FUMARIC ACID,MAYZENT,ORIG,1,AP,20190326,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
117211,NDA210496,ARRAY BIOPHARMA INC,ENCORAFENIB,BRAFTOVI,ORIG,1,AP,20180627,STANDARD,TYPE 1/4,Type 1 - New Molecular Entity and Type 4 - New Combination
117302,NDA210598,MYLAN IRELAND LTD,REVEFENACIN,YUPELRI,ORIG,1,AP,20181109,STANDARD,TYPE 1,Type 1 - New Molecular Entity
117390,NDA210797,CLIVUNEL INC,AFAMELANOTIDE,SCENESSE,ORIG,1,AP,20191008,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
117392,NDA210868,PFIZER,LORLATINIB,LORBRENA,ORIG,1,AP,20181102,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
117517,NDA211288,PFIZER,DACOMITINIB,VIZIMPRO,ORIG,1,AP,20180927,PRIORITY,TYPE 1/4,Type 1 - New Molecular Entity and Type 4 - New Combination
117583,NDA211651,PFIZER,TALAZOPARIB TOSYLATE,TALZENNA,ORIG,1,AP,20181016,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
117598,NDA020044,GLAXOSMITHKLINE,CETYL ALCOHOL,EXOSURF NEONATAL,ORIG,1,AP,19900802,PRIORITY,TYPE 1/4,Type 1 - New Molecular Entity and Type 4 - New Combination
117601,NDA020044,GLAXOSMITHKLINE,COLFOSCERIL PALMITATE,EXOSURF NEONATAL,ORIG,1,AP,19900802,PRIORITY,TYPE 1/4,Type 1 - New Molecular Entity and Type 4 - New Combination
117604,NDA020044,GLAXOSMITHKLINE,TYLOXAPOL,EXOSURF NEONATAL,ORIG,1,AP,19900802,PRIORITY,TYPE 1/4,Type 1 - New Molecular Entity and Type 4 - New Combination
117612,NDA020091,ALLIANCE PHARM,PERFLUBRON,IMAGENT,ORIG,1,AP,19930813,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
117748,NDA213227,RADIOMEDIX,COPPER CU-64 DOTATATE,DETECTNET,ORIG,1,AP,20200903,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
117767,NDA020189,MEDA PHARMS,FELBAMATE,FELBATOL,ORIG,1,AP,19930729,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
117822,NDA213973,DECIPHERA PHARMS,RIPRETINIB,QINLOCK,ORIG,1,AP,20200515,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
117827,NDA020212,PHARMACIA AND UPJOHN,DEXRAZOXANE HYDROCHLORIDE,ZINECARD,ORIG,1,AP,19950526,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
117856,NDA020229,JANSSEN PHARMS,CLADRIBINE,LEUSTATIN,ORIG,1,AP,19930226,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
117955,NDA020262,HQ SPCLT PHARMA,PACLITAXEL,TAXOL,ORIG,1,AP,19921229,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
118012,NDA020272,JANSSEN PHARMS,RISPERIDONE,RISPERDAL,ORIG,1,AP,19931229,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
118377,BLA761025,BOEHRINGER INGELHEIM,IDARUCIZUMAB,PRAXBIND,ORIG,1,AP,20151016,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
118381,BLA761035,BRISTOL MYERS SQUIBB,ELOTUZUMAB,EMPLICITI,ORIG,1,AP,20151130,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
118406,NDA020363,NOVARTIS,FAMCICLOVIR,FAMVIR,ORIG,1,AP,19940629,STANDARD,TYPE 1,Type 1 - New Molecular Entity
118517,NDA020388,PIERRE FABRE,VINORELBINE TARTRATE,NAVELBINE,ORIG,1,AP,19941223,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
118711,NDA020459,EUROHLTH INTL SARL,NALMEFENE HYDROCHLORIDE,REVEX,ORIG,1,AP,19950417,STANDARD,TYPE 1,Type 1 - New Molecular Entity
118729,NDA020474,ALCON,RIMEXOLONE,VEXOL,ORIG,1,AP,19941230,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
118747,NDA020482,BAYER HLTHCARE,ACARBOSE,PRECOSE,ORIG,1,AP,19950906,STANDARD,TYPE 1,Type 1 - New Molecular Entity
118801,NDA020491,PHARMACIA AND UPJOHN,IBUTILIDE FUMARATE,CORVERT,ORIG,1,AP,19951228,STANDARD,TYPE 1,Type 1 - New Molecular Entity
118819,NDA020498,ASTRAZENECA,BICALUTAMIDE,CASODEX,ORIG,1,AP,19951004,STANDARD,TYPE 1,Type 1 - New Molecular Entity
119095,NDA020573,HORIZON PHARMA INC,SODIUM PHENYLBUTYRATE,BUPHENYL,ORIG,1,AP,19960430,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
119582,NDA009489,LEDERLE,TRIDIHEXETHYL CHLORIDE,PATHILON,ORIG,1,AP,19540915,STANDARD,TYPE 1,Type 1 - New Molecular Entity
119585,NDA020677,MYLAN,SPARFLOXACIN,ZAGAM,ORIG,1,AP,19961219,STANDARD,TYPE 1,Type 1 - New Molecular Entity
119658,NDA020715,ALLERGAN,TRIPTORELIN PAMOATE,TRELSTAR,ORIG,1,AP,20000615,STANDARD,TYPE 1,Type 1 - New Molecular Entity
119767,NDA020744,CHIESI USA INC,PORACTANT ALFA,CUROSURF,ORIG,1,AP,19991118,STANDARD,TYPE 1,Type 1 - New Molecular Entity
119802,NDA020757,SANOFI AVENTIS US,IRBESARTAN,AVAPRO,ORIG,1,AP,19970930,STANDARD,TYPE 1,Type 1 - New Molecular Entity
119949,NDA020766,HOFFMANN LA ROCHE,ORLISTAT,XENICAL,ORIG,1,AP,19990423,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
119967,NDA020803,BAUSCH AND LOMB,LOTEPREDNOL ETABONATE,ALREX,ORIG,1,AP,19980309,STANDARD,TYPE 1,Type 1 - New Molecular Entity
119993,NDA020835,APIL,RISEDRONATE SODIUM,ACTONEL,ORIG,1,AP,19980327,STANDARD,TYPE 1,Type 1 - New Molecular Entity
120288,NDA020850,BOEHRINGER INGELHEIM,TELMISARTAN,MICARDIS,ORIG,1,AP,19981110,STANDARD,TYPE 1,Type 1 - New Molecular Entity
120348,NDA020863,OTSUKA,CILOSTAZOL,PLETAL,ORIG,1,AP,19990115,STANDARD,TYPE 1,Type 1 - New Molecular Entity
120420,NDA009766,SCHERING,PREDNISONE,METICORTEN,ORIG,1,AP,19550221,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
